year,month,day,hour,season,PM2.5,PM10,SO2,CO,NO2,O3,TEMP,DEWP,HUMI,PRES,RAIN,WD,WSPM,Iws,blh
2019,9,21,5,4,78.5,103,4.875,0.95075,107.5,2,17.1,16.825,98.25,1014.65,0,NE,0.65,1.55,49.02063349
2019,9,21,6,4,69,105,5.25,0.9675,109,2,17.5,17.25,98.5,1015.3,0,NE,0.7,1.3,68.18945463
2019,9,21,7,4,59.5,107,5.625,0.98425,110.5,2,17.9,17.675,98.75,1015.95,0,NE,0.75,1.05,87.35827576
2019,9,21,8,4,50,109,6,1.001,112,2,18.3,18.1,99,1016.6,0,NE,0.8,0.8,106.5270969
2019,9,21,9,4,42,52,5,0.639,44,58,21.7,16.2,71,1017.1,0,NE,1,1.8,240.0445788
2019,9,21,10,4,36,59,5,0.7,38,74,25,14.8,53,1017,0,NW,1.9,1.9,516.7588484
2019,9,21,11,4,31,59,5,0.659,36,87,26.3,14.1,47,1016.7,0,NE,1.4,1.4,801.1596254
2019,9,21,12,4,20,34,5,0.529,29,93,28,12.4,38,1016.3,0,NE,1.1,2.5,1004.330151
2019,9,21,13,4,20,24,6,0.418,20,101,28.6,9.8,31,1015.7,0,NE,1.3,3.8,1108.335239
2019,9,21,14,4,13,29,6,0.402,13,125,29.2,11.3,33,1015,0,SE,1.5,1.5,1158.344986
2019,9,21,15,4,24,36,7,0.459,18,142,29.6,11.2,32,1014.6,0,CV,0.4,0.4,1196.397943
2019,9,21,16,4,31,37,6,0.476,18,161,29.9,11.4,32,1014.5,0,SE,0.9,0.9,1120.102239
2019,9,21,17,4,38,55,6,0.56,22,181,29,12,35,1014.9,0,SW,1.2,1.2,439.8937735
2019,9,21,18,4,60,83,7,0.849,28,205,24.7,14.8,54,1015.2,0,SE,0.8,0.8,55.56839913
2019,9,21,19,4,80,115,12,1.936,36,225,23.9,15.1,58,1015.4,0,SW,0.6,0.6,41.14433569
2019,9,21,20,4,109,130,16,2.438,38,235,23.6,15.1,59,1016.2,0,SW,1,1.6,43.42181939
2019,9,21,21,4,133,168,22,3.166,40,228,22.7,15,62,1017,0,SW,1.4,3,49.96958503
2019,9,21,22,4,130,182,26,3.611,41,198,21.5,15.8,70,1017.3,0,SW,1.1,4.1,66.29155155
2019,9,21,23,4,118,167,20,2.824,42,172,22.1,16.4,70,1017.5,0,SW,1.3,5.4,73.59847842
2019,9,22,0,4,99,137,10,1.635,32,158,21.2,16.6,75,1017.8,0,SW,0.7,6.1,62.78043084
2019,9,22,1,4,107,99,8,1.322,25,145,19.3,16.5,84,1018,0,SE,0.6,0.6,46.64825464
2019,9,22,2,4,106.5,103,7.5,1.351,26,136.5,18.45,16.8,90.5,1017.85,0,SE,0.5,0.5,41.57136389
2019,9,22,3,4,106,107,7,1.38,27,128,17.6,17.1,97,1017.7,0,CV,0.4,0.4,36.49447314
2019,9,22,4,4,113,106,5,1.357,56,68,17.2,16.4,95,1017.9,0,NE,0.8,0.8,27.57432865
2019,9,22,5,4,139,113,6,1.393,79,35,17.2,16.6,96,1018.1,0,NE,0.7,1.5,23.20915156
2019,9,22,6,4,149,139,6,1.583,73,20,16.8,16.5,98,1018.3,0,CV,0.3,0.3,30.13649781
2019,9,22,7,4,140,149,6,1.959,85,4,16.7,16.5,99,1018.7,0,NE,0.6,0.6,39.34132776
2019,9,22,8,4,130,140,6,1.85,82,7,18.8,18.1,96,1019,0,NE,0.6,1.2,129.7764097
2019,9,22,9,4,116,130,6,1.887,73,34,21.6,17.4,77,1019,0,NE,1.2,2.4,384.9494793
2019,9,22,10,4,116,116,8,1.774,46,85,23.3,16.6,66,1018.7,0,NE,0.6,3,683.4896343
2019,9,22,11,4,99,116,10,1.737,29,126,24.9,15.5,56,1018,0,NE,1.2,4.2,910.3839479
2019,9,22,12,4,84,99,9,1.58,27,149,26.1,14.5,49,1017.2,0,SW,1,1,1039.536253
2019,9,22,13,4,69,84,11,1.479,20,185,27.4,13.7,43,1016.1,0,NW,0.8,0.8,1140.979173
2019,9,22,14,4,57,69,13,1.52,16,201,29.3,12.7,36,1015.1,0,NW,0.8,1.6,1220.406417
2019,9,22,15,4,40,57,10,1.17,15,187,28.4,11.5,35,1014.3,0,NW,1.4,3,1225.910336
2019,9,22,16,4,35,40,9,1.037,15,178,29.3,12.3,35,1013.7,0,NW,0.7,3.7,1109.473981
2019,9,22,17,4,24,35,8,0.837,15,156,27.6,12.8,40,1013.7,0,SW,1.5,1.5,409.2426387
2019,9,22,18,4,36,25,8,0.739,28,145,25.4,13.6,48,1013.8,0,SW,1.9,3.4,91.91324317
2019,9,22,19,4,52,66,8,0.86,79,131,23.3,14.8,59,1013.8,0,SW,1,4.4,42.66265816
2019,9,22,20,4,50,90,6,0.952,50,171,21,15.5,71,1014.1,0,CV,0.3,0.3,32.69866697
2019,9,22,21,4,52,87,6,1.022,47,157,19.4,15.5,78,1014.1,0,SW,0.8,0.8,29.28244142
2019,9,22,22,4,67,86,7,1.093,54,131,18.8,16.4,86,1014.1,0,NW,0.7,0.7,27.09985288
2019,9,22,23,4,79,106,7,1.139,62,125,18,15.8,87,1014,0,SE,0.5,0.5,24.34789341
2019,9,23,0,4,69,111,6,1.182,48,126,18,15.4,85,1013.8,0,NE,0.8,0.8,22.26020001
2019,9,23,1,4,72,87,5,1.254,63,79,17.5,15.1,86,1014,0,NE,0.7,1.5,20.45719208
2019,9,23,2,4,71,104,6,1.324,98,23,17.5,15.7,89,1014,0,NE,0.7,2.2,21.50103878
2019,9,23,3,4,68.66666667,101.6666667,5.666666667,1.319,98.66666667,16.78877852,17.06666667,15.7,91.66666667,1014,0,NE,0.7,1.7,21.78572424
2019,9,23,4,4,66.33333333,99.33333333,5.333333333,1.314,99.33333333,10.57755704,16.63333333,15.7,94.33333333,1014,0,NE,0.7,1.2,22.07040971
2019,9,23,5,4,64,97,5,1.309,100,4.366335553,16.2,15.7,97,1014,0,NE,0.7,0.7,22.35509517
2019,9,23,6,4,60,64,5,1.107,98,25,15.7,15.2,97,1014.3,0,NE,0.7,1.4,26.91006257
2019,9,23,7,4,56,60,5,1.043,106,9,16.2,15.9,98,1014.7,0,NE,1.2,2.6,38.20258591
2019,9,23,8,4,49,58,5,0.997,101,15,18.7,15.2,80,1014.8,0,NE,1.5,4.1,87.73785639
2019,9,23,9,4,41,70,5,1.103,78,35,23,12,50,1015.1,0,NE,1.8,5.9,207.0210652
2019,9,23,10,4,31,41,5,0.948,57,46,26.1,13.6,46,1015,0,NE,0.9,6.8,393.2053577
2019,9,23,11,4,26,43,7,0.809,44,58,28.7,9.9,31,1014.4,0,NW,1.6,1.6,567.8124413
2019,9,23,12,4,21,46,6,0.681,33,73,30.4,9.8,28,1013.8,0,NW,1.2,2.8,721.9221717
2019,9,23,13,4,20,37,7,0.577,26,85,31.8,8.1,23,1013,0,NW,1.5,4.3,885.0469417
2019,9,23,14,4,15,20,7,0.399,19,91,32.7,4.5,17,1012.2,0,NW,1.1,5.4,1100.364047
2019,9,23,15,4,10,5,4,0.268,13,95,33.2,6.5,19,1011.7,0,NE,0.8,0.8,1121.430771
2019,9,23,16,4,9,10,3,0.186,11,97,33.2,6.5,19,1011.4,0,SW,1.1,1.1,828.0149541
2019,9,23,17,4,6,11,2,0.13,14,94,31.6,10.3,27,1011.3,0,SE,0.6,0.6,117.9145154
2019,9,23,18,4,10,16,2,0.124,20,92,25.2,10.3,39,1011.6,0,SW,1.4,1.4,58.22546344
2019,9,23,19,4,17,19,2.333333333,0.182,48,65,26,11,39,1011.8,0,SW,1.7,3.1,56.51735067
2019,9,23,20,4,30,64,2.666666667,0.422,98,31,23.5,12.8,51,1012,0,CV,0.3,0.3,70.18225287
2019,9,23,21,4,32,97,3,0.533,66,93,21.7,12,54,1012,0,SW,1.1,1.1,58.03567314
2019,9,23,22,4,34,85,3,0.55,60,96,22,9.5,45,1011.8,0,SE,0.8,0.8,45.60440794
2019,9,23,23,4,31,75,2,0.614,91,63,19.5,8.8,50,1011.8,0,CV,0.3,0.3,37.25363437
2019,9,24,0,4,27,71,2,0.621,95.5,53.5,18.15,10.25,61,1011.9,0,CV,0.35,0.5,41.38157358
2019,9,24,1,4,23,67,2,0.628,100,44,16.8,11.7,72,1012,0,CV,0.4,0.7,45.50951279
2019,9,24,2,4,15,36,2,0.622,101,4,17.8,10.9,64,1012.4,0,NE,0.6,0.6,54.61944759
2019,9,24,3,4,24,33,2,0.421,82,8,17.1,10.7,66,1012.4,0,NE,0.5,1.1,60.88252776
2019,9,24,4,4,12,44,2,0.431,81,7,17.2,12.1,72,1012.6,0,NE,0.8,1.9,72.17505111
2019,9,24,5,4,11,32.5,2.5,0.3805,73,14.5,16.75,10.45,66.5,1013.1,0,NE,0.8,1.35,75.59127666
2019,9,24,6,4,10,21,3,0.33,65,22,16.3,8.8,61,1013.6,0,NE,0.8,0.8,79.00750221
2019,9,24,7,4,13,21,3,0.354,62,14,16.9,9.3,61,1014.4,0,NE,0.6,1.4,84.6063163
2019,9,24,8,4,10,23,4,0.429,55,19,21.6,9.8,47,1014.9,0,NE,1.1,2.5,108.3301048
2019,9,24,9,4,11,32,5,0.492,48,26,26.1,10.7,38,1015.5,0,NE,1.4,3.9,151.7920855
2019,9,24,10,4,14,48,6,0.503,44,31,29.4,7.9,26,1015.6,0,NE,1.7,5.6,250.3881506
2019,9,24,11,4,9,46,6,0.461,39,38,31.2,7,22,1015.5,0,NE,1.3,6.9,463.5226669
2019,9,24,12,4,12,39,5,0.389,32,53,31.8,8.1,23,1015,0,SE,1.1,1.1,831.2413893
2019,9,24,13,4,3,21,4,0.248,17,75,32,8.9,24,1014.3,0,SE,1.2,2.3,1059.36934
2019,9,24,14,4,4,18,3,0.198,13,90,32.8,8.3,22,1013.7,0,SE,0.8,3.1,1189.850177
2019,9,24,15,4,8,8,2,0.141,10,90,32.5,6.6,20,1013.3,0,SE,1.7,4.8,1137.847632
2019,9,24,16,4,5,20,2,0.148,15,99,32.8,8.3,22,1013,0,SE,0.8,5.6,928.6038175
2019,9,24,17,4,10,21,2,0.127,16,103,31.6,7.9,23,1013,0,SW,1.1,1.1,197.4366546
2019,9,24,18,4,14,10,3,0.149,16,108,27.9,8.2,29,1013.6,0,SW,1.6,2.7,110.5126934
2019,9,24,19,4,24,49,4,0.348,26,131,27.2,10,34,1014.2,0,SW,2.3,5,140.0250863
2019,9,24,20,4,29,66,6,0.625,28,143,25.7,10.3,38,1015,0,SW,1.7,6.7,201.1375656
2019,9,24,21,4,17,88,4,0.585,33,124,24.4,10.3,41,1015.5,0,SW,1.6,8.3,175.8005595
2019,9,24,22,4,13,51,5,0.459,35,101,23.5,10.5,44,1015.8,0,SW,2,10.3,109.5637419
2019,9,24,23,4,16,55,6,0.496,30,92,22.9,10.3,45,1016.1,0,SW,1.2,11.5,70.9414141
2019,9,25,0,4,14.66666667,61.33333333,5.666666667,0.500666667,31.33333333,87.66666667,21.03333333,10.86666667,53.66666667,1016.2,0,SW,1.033333333,7.9,61.26210838
2019,9,25,1,4,13.33333333,67.66666667,5.333333333,0.505333333,32.66666667,83.33333333,19.16666667,11.43333333,62.33333333,1016.3,0,SW,0.866666667,4.3,51.58280265
2019,9,25,2,4,12,74,5,0.51,34,79,17.3,12,71,1016.4,0,NE,0.7,0.7,41.90349693
2019,9,25,3,4,19,49,4,0.615,48,39,17.3,12,71,1016.6,0,CV,0.3,0.3,32.31908636
2019,9,25,4,4,17,65,4,0.7,93,1,17.3,13,76,1016.6,0,NE,0.8,0.8,23.68362733
2019,9,25,5,4,23,74,3,0.762,95,2,16.7,13.4,81,1016.5,0,CV,0.4,0.4,21.02656301
2019,9,25,6,4,25.5,71.5,3,0.7345,91.5,2,15.9,14,89,1016.9,0,CV,0.4,0.6,21.40614363
2019,9,25,7,4,28,69,3,0.707,88,2,15.1,14.6,97,1017.3,0,CV,0.4,0.8,21.78572424
2019,9,25,8,4,27,71,3,0.79,74,5,18.2,15.1,82,1017.2,0,SW,0.9,0.9,70.08735772
2019,9,25,9,4,31,59,3,0.761,75,15,22,13.6,59,1017.5,0,SE,0.9,0.9,287.8717365
2019,9,25,10,4,33,74,2,0.785,61,39,24.4,12.4,47,1017.3,0,NE,1.1,1.1,462.7635057
2019,9,25,11,4,27,76,2,0.807,53,57,26.8,11.7,39,1016.8,0,SE,0.8,0.8,599.1278422
2019,9,25,12,4,22,58,2.166666667,0.736,46,89,27.9,13.4,41,1016,0,NW,0.8,0.8,729.1342034
2019,9,25,13,4,33,62,2.333333333,0.697,36,126,29.7,13,36,1014.8,0,SE,1.6,1.6,853.4468554
2019,9,25,14,4,34,62,2.5,0.778,34,162,30.5,12.4,33,1013.9,0,SW,1.2,1.2,945.4002598
2019,9,25,15,4,33,67,2.666666667,0.778,37,175,30.7,13,34,1013.6,0,SE,1.3,1.3,973.0147496
2019,9,25,16,4,29,63,2.833333333,0.613,22,190,30.6,12.9,34,1013.3,0,SW,1.5,1.5,917.9755602
2019,9,25,17,4,21.5937685,51,3,0.56,22,168,29.8,10.4,30,1013.5,0,SW,2.4,3.9,311.4057348
2019,9,25,18,4,14.18753699,8.871071307,3.274751665,0.444,26,154,25.1,12.3,45,1013.8,0,SW,0.9,4.8,91.05918679
2019,9,25,19,4,18,14.18753699,2,0.445,39,145,21.3,12.7,58,1014.2,0,SW,0.6,5.4,52.7215445
2019,9,25,20,4,23,65,4,0.633,45,142,19.9,14.3,70,1014.7,0,SW,0.9,6.3,49.11552864
2019,9,25,21,4,25,72,3,0.652,37,130,19.2,13.8,71,1015,0,SW,0.7,7,43.13713393
2019,9,25,22,4,24.66666667,75.66666667,3,0.653333333,38.33333333,126.3333333,18.76666667,13.93333333,73.66666667,1015.133333,0,SW,0.6,4.8,37.31689781
2019,9,25,23,4,24.33333333,79.33333333,3,0.654666667,39.66666667,122.6666667,18.33333333,14.06666667,76.33333333,1015.266667,0,SW,0.5,2.6,31.49666168
2019,9,26,0,4,24,83,3,0.656,41,119,17.9,14.2,79,1015.4,0,CV,0.4,0.4,25.67642556
2019,9,26,1,4,35,84,3,0.797,69,69,17.9,14.6,81,1015.6,0,NE,0.7,0.7,26.53048195
2019,9,26,2,4,40,77,3,0.948,123,5,17.4,14.3,82,1015.5,0,NE,0.7,1.4,27.57432865
2019,9,26,3,4,44,100,3,1.075,95,23,16.7,14.2,85,1015.4,0,CV,0.3,0.3,27.95390926
2019,9,26,4,4,39.25,97,3,1.02925,95.5,19,16.425,14.35,87.5,1015.75,0,CV,0.425,0.425,27.09985287
2019,9,26,5,4,34.5,94,3,0.9835,96,15,16.15,14.5,90,1016.1,0,CV,0.55,0.55,26.24579649
2019,9,26,6,4,29.75,91,3,0.93775,96.5,11,15.875,14.65,92.5,1016.45,0,CV,0.675,0.675,25.3917401
2019,9,26,7,4,25,88,3,0.892,97,7,15.6,14.8,95,1016.8,0,NE,0.8,0.8,24.53768371
2019,9,26,8,4,30,46,3,0.736,102,15,18.9,14.8,77,1017.3,0,NE,1,1.8,84.22673569
2019,9,26,9,4,27,51,3,0.749,64,61,22.8,13.3,55,1017.6,0,NW,1.2,1.2,246.4025542
2019,9,26,10,4,29,47,2.666666667,0.657,28,100,24.8,13,48,1017.7,0,NE,1.6,1.6,412.5639691
2019,9,26,11,4,46,57,2.333333333,0.64,27,111,26.3,13.8,46,1017.4,0,SE,1.1,1.1,605.0113418
2019,9,26,12,4,55,84,2,0.729,37,125,27.7,14.3,44,1016.9,0,NE,0.7,0.7,815.2990034
2019,9,26,13,4,60,93,2,0.82,47,145,28.9,15.4,44,1016,0,SW,1.1,1.1,1126.460214
2019,9,26,14,4,43,77,2,0.794,40,194,29.9,13.2,36,1015.3,0,SW,1.7,2.8,1413.328265
2019,9,26,15,4,44,57,2,0.66,28,225,30.7,13.9,36,1014.6,0,SE,1.3,1.3,1598.373816
2019,9,26,16,4,39,57,2,0.57,22,223,30.5,12.9,34,1014.4,0,SW,1.8,1.8,1598.184025
2019,9,26,17,4,33,60,2,0.525,23,221,29.1,12.5,36,1014.5,0,SW,1.5,3.3,418.8270493
2019,9,26,18,4,28,58,2,0.517,20,216,26.2,13,44,1014.8,0,SW,1.1,4.4,54.52455243
2019,9,26,19,4,39,46,2,0.52,24,196,22.5,13.3,56,1015.2,0,SW,0.7,5.1,29.37733658
2019,9,26,20,4,37,66,2,0.585,30,180,22.9,12.2,51,1015.8,0,SW,1.2,6.3,31.27523966
2019,9,26,21,4,39,81,2,0.745,44,139,21,12.7,59,1015.9,0,SW,0.7,7,40.66985992
2019,9,26,22,4,39,58,2,0.656,36,132,19.2,14.7,75,1016,0,NW,0.5,0.5,49.40021411
2019,9,26,23,4,34,61,2,0.676,40,117,17.7,14.8,83,1016.1,0,CV,0,0,48.64105287
2019,9,27,0,4,36,71,2,0.733,48,114,17.1,15.3,89,1016.3,0,CV,0.3,0.3,47.50231102
2019,9,27,1,4,37,78,2,0.718,45,113,16.8,15.8,94,1016.4,0,CV,0.3,0.6,50.4440608
2019,9,27,2,4,40,80,2,0.806,39,105,17.2,15.7,91,1016.4,0,NE,0.7,0.7,59.17441499
2019,9,27,3,4,44,76,3,0.871,46,85,17,15.5,91,1016.3,0,NE,0.8,1.5,62.875326
2019,9,27,4,4,52,76,5,0.966,71,48,16.6,15.3,92,1016.5,0,NE,0.8,2.3,60.5978423
2019,9,27,5,4,62.33333333,78.33333333,4.666666667,0.99,67.33333333,44.33333333,16.26666667,15.33333333,94.33333333,1016.766667,0,NE,0.766666667,1.766666667,64.58343877
2019,9,27,6,4,72.66666667,80.66666667,4.333333333,1.014,63.66666667,40.66666667,15.93333333,15.36666667,96.66666667,1017.033333,0,NE,0.733333333,1.233333333,68.56903525
2019,9,27,7,4,83,83,4,1.038,60,37,15.6,15.4,99,1017.3,0,NE,0.7,0.7,72.55463172
2019,9,27,8,4,90,83,2,0.954,63,12,18,15.4,85,1017.7,0,NE,1.5,2.2,195.0642758
2019,9,27,9,4,102,90,2,1.282,60,20,19.9,16.7,82,1017.8,0,NE,1.1,3.3,381.723044
2019,9,27,10,4,106,102,3,1.366,44,48,22,16.7,72,1017.6,0,NE,1.2,4.5,527.7666863
2019,9,27,11,4,104,106,3,1.424,34,75,23.5,16,63,1016.8,0,NE,1.3,5.8,662.5178052
2019,9,27,12,4,103,104,3,1.559,31,96,24.8,16.2,59,1015.9,0,NW,1.2,1.2,867.7760237
2019,9,27,13,4,99,103,4,1.59,33,121,26.4,16.3,54,1014.7,0,SE,1,1,1232.552996
2019,9,27,14,4,83,99,4,1.515,31,163,28,15,45,1013.7,0,SE,1.8,2.8,1574.650027
2019,9,27,15,4,51,83,4,1.262,28,190,28.2,10.8,34,1012.9,0,SW,2.2,2.2,1738.533958
2019,9,27,16,4,41,51,3,0.873,20,200,28,11.5,36,1012.5,0,SE,1.9,1.9,1778.105238
2019,9,27,17,4,24,41,3,0.656,18,190,27.1,11.2,37,1012.5,0,SE,1.7,3.6,714.4254545
2019,9,27,18,4,25,24,2,0.401,16,168,25.2,9.1,36,1012.4,0,SW,1.1,1.1,138.3169736
2019,9,27,19,4,16,39,2,0.42,20,173,22.1,9.6,45,1012.6,0,SW,0.8,1.9,62.97022115
2019,9,27,20,4,31,31,2,0.442,27,152,22.7,10.8,47,1012.9,0,NW,0.8,0.8,53.95518151
2019,9,27,21,4,32.2,38.4,2,0.466799998,28.8,148.4,21.44,11.6,55.6,1012.86,0,NW,0.72,0.72,50.55793499
2019,9,27,22,4,33.4,45.8,2,0.491599996,30.6,144.8,20.18,12.4,64.2,1012.82,0,NW,0.64,0.64,47.16068847
2019,9,27,23,4,34.6,53.2,2,0.516399994,32.4,141.2,18.92,13.2,72.8,1012.78,0,NW,0.56,0.56,43.76344195
2019,9,28,0,4,35.8,60.6,2,0.541199992,34.2,137.6,17.66,14,81.4,1012.74,0,NW,0.48,0.48,40.36619543
2019,9,28,1,4,37,68,2,0.56599999,36,134,16.4,14.8,90,1012.7,0,CV,0.4,0.4,36.96894891
2019,9,28,2,4,43,87,3,0.716,43,88,16.7,14.9,89,1012.5,0,NE,0.7,0.7,26.4355868
2019,9,28,3,4,60,94,3,0.94099999,112,2,16.5,14.5,88,1012,0,NE,0.6,1.3,27.28964318
2019,9,28,4,4,75.5,95.5,2.5,0.993999995,107,1.5,16.2,14.65,90.5,1012.1,0,NE,0.65,1,29.99415508
2019,9,28,5,4,91,97,2,1.047,102,1,15.9,14.8,93,1012.2,0,NE,0.7,0.7,32.69866697
2019,9,28,6,4,88,91,2,0.914,53,27,15.2,14.1,93,1012.3,0,NE,0.7,1.4,33.36293305
2019,9,28,7,4,74,88,2,0.97,46,32,15.5,14.7,95,1012.6,0,NE,0.9,2.3,33.07824759
2019,9,28,8,4,78,74,2,0.986,44,40,17.6,14.7,83,1012.8,0,NE,1,3.3,104.4394035
2019,9,28,9,4,67,78,2,1.01,44,50,20.8,14.2,66,1013.2,0,NE,1,4.3,316.6249682
2019,9,28,10,4,79,68,2,0.949,28,87,22.9,15.2,62,1012.9,0,NE,1,5.3,504.6122687
2019,9,28,11,4,93,79,2,0.987,24,101,24.3,15.5,58,1012.2,0,NE,1,6.3,645.5315726
2019,9,28,12,4,82,93,3,0.988,29,117,26.1,15.5,52,1011.3,0,NW,1.1,1.1,822.0365594
2019,9,28,13,4,85,82,3,0.967,33,137,27.7,15,46,1010.2,0,NE,0.8,0.8,1007.841271
2019,9,28,14,4,69,85,3,0.903,32,179,28.5,13.2,39,1009.3,0,SW,1.8,1.8,1235.589641
2019,9,28,15,4,60,69,3,0.824,30,214,29.2,13.4,38,1008.7,0,SW,2.2,4,1416.459805
2019,9,28,16,4,58,70,3,0.784,28,225,28.7,13.4,39,1008.5,0,SW,2.5,6.5,1298.030653
2019,9,28,17,4,45,73,3,0.72,25,228,27.9,14.2,43,1008.4,0,SW,1.6,8.1,374.8905929
2019,9,28,18,4,44,76,2,0.67,21,217,25.8,14.6,50,1008.7,0,SW,1.1,9.2,89.35107401
2019,9,28,19,4,51,76,2,0.672,22,208,22.5,15.1,63,1008.9,0,SW,0.9,10.1,46.07888371
2019,9,28,20,4,43,92,2,0.715,27,207,20.5,15.3,72,1009.5,0,SE,0.5,0.5,38.86685199
2019,9,28,21,4,45,91,2.25,0.751,29,181,19.4,15.1,76,1010,0,CV,0,0,35.5455216
2019,9,28,22,4,54,92.5,2.5,0.8195,35.5,165.5,18.6,15.6,83,1010.1,0,CV,0,0,28.38093746
2019,9,28,23,4,63,94,2.75,0.888,42,150,17.8,16.1,90,1010.2,0,CV,0,0,21.21635332
2019,9,29,0,4,67,116,3,1.036,55,78,18.2,16.5,90,1010.2,0,NE,0.7,0.7,16.2818053
2019,9,29,1,4,93,81,3,1.065,73,68,17.9,15.9,88,1010.3,0,CV,0.4,0.4,15.99711984
2019,9,29,2,4,100,129,3,1.093,52,76,17.6,16.1,91,1010.2,0,NE,0.5,0.5,16.37670046
2019,9,29,3,4,87,106,3,1.043,50,68,17.2,15.9,92,1009.9,0,CV,0,0,15.71243438
2019,9,29,4,4,86,87,3,0.971,45,70,17,15.9,93,1010.1,0,NE,0.7,0.7,15.33285376
2019,9,29,5,4,76,86,2.833333333,0.96,65,50,16.7,15.6,93,1010.1,0,CV,0.3,0.3,16.56649076
2019,9,29,6,4,80,76,2.666666667,0.887,74,46,16.4,15.6,95,1010.2,0,NE,0.8,0.8,19.6031357
2019,9,29,7,4,79,80,2.5,0.906,75,38,16.7,15.7,94,1010.7,0,NE,0.6,1.4,25.86621587
2019,9,29,8,4,78,79,2.333333333,0.954,65,53,18.7,15.2,80,1011.1,0,NE,1,2.4,73.59847842
2019,9,29,9,4,85,78,2.166666667,1.042,68,61,22.1,15.9,68,1011.2,0,NE,0.8,3.2,245.1689172
2019,9,29,10,4,72,88,2,1.083,60,91,24.9,16.1,58,1011.3,0,NW,1.2,1.2,431.4481048
2019,9,29,11,4,64,86,2,0.934,27,148,26.1,15.8,53,1010.7,0,NE,1.1,1.1,644.6775162
2019,9,29,12,4,68,90,2,0.847,22,166,27.4,16.1,50,1009.9,0,NE,1.2,2.3,851.359162
2019,9,29,13,4,68,85,2,0.81299999,23,187,28.9,15.4,44,1008.9,0,SE,0.9,0.9,1109.568876
2019,9,29,14,4,87,88,2,0.859,30,199,30,14.9,40,1008.2,0,SE,0.7,1.6,1396.247137
2019,9,29,15,4,68,88,3,0.931,34,221,30.5,15.4,40,1007.5,0,SE,1.3,2.9,1519.800628
2019,9,29,16,4,49,71,3,0.787,23,234,30.2,14.7,39,1007.1,0,SE,1.4,4.3,1630.163692
2019,9,29,17,4,44,66,3,0.668,20,227,29.2,14.2,40,1007.1,0,SW,1.4,1.4,408.7681629
2019,9,29,18,4,50,58,2,0.598,18,217,26,15.1,51,1007.4,0,SW,0.7,2.1,64.20385816
2019,9,29,19,4,52.66666667,63,2,0.610666667,19.33333333,218.6666667,23.83333333,15.7,62.33333333,1007.733333,0,SW,0.6,1.533333333,55.72655772
2019,9,29,20,4,55.33333333,68,2,0.623333333,20.66666667,220.3333333,21.66666667,16.3,73.66666667,1008.066667,0,SW,0.5,0.966666667,47.24925728
2019,9,29,21,4,58,73,2,0.636,22,222,19.5,16.9,85,1008.4,0,CV,0.4,0.4,38.77195684
2019,9,29,22,4,60.33333333,84.66666667,2,0.812333333,36.33333333,178.6666667,19.13333333,17.16666667,88.66666667,1008.433333,0,CV,0.4,0.533333333,36.84242204
2019,9,29,23,4,62.66666667,96.33333333,2,0.988666667,50.66666667,135.3333333,18.76666667,17.43333333,92.33333333,1008.466667,0,CV,0.4,0.666666667,34.91288724
2019,9,30,0,4,65,108,2,1.165,65,92,18.4,17.7,96,1008.5,0,CV,0.4,0.8,32.98335244
2019,9,30,1,4,65,124,5,1.797,98,24,18.3,17.8,97,1008.5,0,CV,0,0.8,33.93230398
2019,9,30,2,4,82,123,6,1.962,123,2,18.6,17.6,94,1008.4,0,NE,0.8,0.8,32.79356213
2019,9,30,3,4,85,123,5,1.551,83,17,18.3,17.3,94,1008.1,0,NE,0.7,1.5,31.46502997
2019,9,30,4,4,93,109,5,1.406,60,33,18,17,94,1007.9,0,NE,0.5,2,34.31188459
2019,9,30,5,4,90,105,5,1.343,56,32,17.6,16.6,94,1008,0,NE,0.9,2.9,36.49447314
2019,9,30,6,4,93,98,4,1.341,62,15,17.5,16.9,96,1008.2,0,NE,0.8,3.7,35.26083614
2019,9,30,7,4,94,93,4,1.291,37,42,17.7,16.9,95,1008.7,0,NE,1,4.7,35.16594098
2019,9,30,8,4,93,94,5,1.273,33,55,19.5,16.9,85,1009,0,NE,1.2,5.9,128.6376678
2019,9,30,9,4,118,104,5,1.365,43,39,22,17.4,75,1009.6,0,NE,1.2,7.1,333.5163057
2019,9,30,10,4,113,131,5,1.396,40,43,23.6,17.6,69,1009.4,0,NE,1.5,8.6,527.576896
2019,9,30,11,4,122,119,6,1.377,37,61,25.1,17.3,62,1009,0,NE,0.9,9.5,709.0164307
2019,9,30,12,4,124,125,6,1.411,40,88,26.6,17.1,56,1008.5,0,SE,0.8,0.8,921.1071003
2019,9,30,13,4,123,140,6,1.449,46,114,28.2,17.1,51,1007.4,0,SW,1.3,1.3,1285.599387
2019,9,30,14,4,95,134,6,1.492,38,161,29.3,16.5,46,1006.7,0,SE,1.4,1.4,1627.221942
2019,9,30,15,4,58,95,6,1.253,33,185,29.7,15.4,42,1006.5,0,SE,1.5,2.9,1761.878166
2019,9,30,16,4,47,80,7,1.101,20,199,29.3,15.8,44,1006.2,0,SW,1.7,1.7,1782.470415
2019,9,30,17,4,49,88,8,1.077,20,200,28.1,15.4,46,1006.2,0,SW,1.7,3.4,638.6991215
2019,9,30,18,4,54,95,8,1.126,19,199,26.4,16,53,1006.2,0,SW,1.2,4.6,219.0727498
